cognition,reasoning,figural_memory,spatial_ability,verbal_ability,social_ability,numerical_ability,numerical_memory,knowledge,practical,artistic,social,power_coping,career
83.79397796393658,87.00520557575517,55.62833730232254,66.49759121884485,44.20822191931372,71.55872672948604,70.86301544939602,72.72957427289217,77.04229346515305,88.38295019825291,60.95290486865945,72.89404814015438,70.09756004867482,AI Engineer
69.28607394990964,66.63466205885057,41.813513946763564,78.76149206648651,77.45353272652928,54.355198635779836,65.62311545424545,75.50757146153146,75.55805192783527,82.15726198242089,61.733085025383524,75.61385213679628,54.99255194075027,Agricultural Scientist
73.67431102156021,78.39074576239844,70.36605247525776,71.70831637900747,75.17070350400215,73.09080887179917,51.498046407913534,55.28826100070654,78.82199810284163,70.86527395851975,65.46640851944521,43.55510848488254,57.92124412708737,Ayurvedic Pharmacist
67.72101587939497,63.05622915612791,48.39176541384471,65.0401720252652,65.7500550116101,42.823008614754315,74.075657487346,52.79924324205646,72.73069603734568,70.14615733248093,46.956502267954306,42.081683204911336,64.07723670932408,Agricultural Economist
61.69844031072007,68.50419779578024,46.314583722725715,50.86632333884332,66.78567507592714,75.75154093563233,63.25250072817208,74.42722705285313,74.03421247253854,82.45390645812725,74.79690423540356,71.65617221666787,49.89805368997425,Agricultural Scientist
66.98754109671562,44.301592045815916,50.2914168985255,75.64739241210589,42.6158594890474,57.50618873246525,57.667333031445835,58.43558999193199,68.80873756332016,63.46404025656727,79.31902203772725,43.61522767326352,54.32160696591845,Interior Designer
65.45743259618786,70.89707056464259,43.80757190743377,72.7157029728461,77.53336839852491,62.97298071209124,48.59361305918635,45.89113091824039,41.403683448017084,71.85920821634912,43.46160893535397,44.89763556196698,81.8609220084837,Air Force Officer
60.01032515126532,75.95630305398372,57.50788501605335,45.86875345173794,67.0369587319852,65.02287974334465,42.69406900812962,52.50440088122204,71.50917676132342,74.99368122739668,73.5737414086402,74.47617286516206,76.68637870536838,Ayurvedic Doctor
86.96485769277504,75.26942948624115,56.78576437082617,77.82824350635804,76.71646771336802,76.93038460029541,55.44338518042602,56.42862991529974,86.53021366264285,72.09240669916713,70.58964527432448,67.11280591515171,72.1016624027719,Professor
51.45590912072581,78.07390037451532,65.5774714416892,59.40945740048729,84.94415167870865,76.97438066783677,59.40200546179863,57.37032828523674,89.19907536112379,63.01926256606753,58.39535513163302,79.57270555920164,88.38919379070343,Criminal Lawyer
69.37188431582373,73.66138628328572,55.26859102982623,57.60792494208189,69.05701367133545,40.07184471996852,70.9042940823284,44.22364419909212,73.19671366765931,60.75289516627037,78.48468928607099,57.782620884301096,51.801578549248994,Meteorologist
60.44281879475999,75.63878922303039,63.87659766165072,61.379165379487105,84.77932626067292,75.0891393341694,74.18898725485701,67.35247093255823,73.21307079502996,76.90869644689253,52.76450850462921,65.40195768263166,63.80882419960428,Legal Advisor
44.91373234125484,80.34648081368385,61.68709540418362,55.64103312162442,72.90918320549261,72.08433170282476,46.975888956237874,40.10544221019227,79.1708087541583,69.36122793025416,72.57509069738849,71.53213230771848,76.73652552862994,Corporate Lawyer
71.2935351678427,77.67208076184937,73.33387594760659,71.41306352415086,69.9324350240316,54.119095986164254,67.72625044735571,54.26585872038238,67.82369192956436,75.04856682447571,55.184009070053776,67.21329980856507,59.617442254906344,Ayurvedic Pharmacist
74.22133104756614,68.90513156769656,75.97490499920254,71.25079931110305,57.56405564118733,43.069003234710586,86.16029929193792,76.94122628065581,74.80408014639517,81.79570920165655,49.5691143543264,43.693217703486845,58.61132199148014,IRS Officer
74.89743293908796,75.90969427752087,41.326915276488414,60.76165058832609,79.18883664355924,71.10320129780156,54.58200449152021,53.713212312502364,77.10009767559562,69.90147961793565,40.802594950953505,54.991260544498445,75.42652902671963,IAS Officer
79.66920017155076,64.44595310807881,47.90314240333578,73.67221134687183,78.2427560364294,47.129644978402716,70.70539572048942,64.9063752384373,75.21355676234126,51.43950299915055,71.95256274841802,68.72696105789458,57.0394714585845,Astrologer
73.78716695574808,65.47954121144129,53.40727515607585,47.288173058437884,63.15685088829528,59.558199221335606,71.40999359367652,42.397666897687905,77.18346034015286,70.93492442630932,43.33846129906805,41.82665533931199,51.22528139883755,IRS Officer
70.85441126551373,59.859193484876805,80.38171604262261,86.56712181024979,50.429884537730985,48.025437315543584,77.95594820768882,77.25148192921215,75.90017963713849,76.81774766057305,79.68926788435135,57.2312627070025,40.27610905333556,Gemologist
62.01622117879989,72.72658081950962,58.59628422685305,60.695288741884994,57.28003718076832,71.03588979324778,64.80382075729884,62.80771979237274,56.4478329647897,78.27926218551438,43.05885495144133,87.52940520757295,79.67495550955181,Ayurvedic Therapist
60.82697140207465,60.57402708971956,69.11916568487173,83.39176168070385,68.79724115196134,71.36631939403402,50.56362369279759,57.87514222014751,74.19162907226217,96.34858672408298,69.13037933879893,61.827400685238835,49.916872565711394,Drone Pilot
73.80355628426697,75.41250816194838,79.52651709604478,46.773993739276364,69.17586436993611,58.77769775938169,72.90773793369843,49.88734847336209,70.72792528343014,61.424357859062724,72.4010345868353,48.50714409072816,67.86674271939913,Agricultural Economist
42.60353950454932,43.7663619895243,88.04140115244918,75.07738730921821,73.95734998093376,58.93226964050489,40.87485764976008,42.26259708898242,57.41174146757562,64.13517001441654,96.93982621145264,65.40446977435228,61.61421585378122,Animation Artist
79.50970470190681,78.0079069216953,73.79893304716236,74.8495654183721,56.755528640524425,50.302255855883175,40.72812067277421,74.80667785777578,87.04146576769871,83.11730768851302,58.62626799706651,46.528103111154294,61.29939019913537,Forensic Scientist
79.67722332842004,46.52395064237071,65.73367166612042,58.631196883564385,78.01020330012162,62.68905030301434,40.16538612564878,40.152276288829725,86.51134448259934,50.4577545421611,77.72455468859084,69.74510284063027,44.212185253902035,Professor
71.81879207087825,88.41204147239512,55.26950899488868,75.08032194227805,61.831881999075556,73.9227425536262,64.7438971859968,52.42146308397906,78.6623844933938,88.73207382106176,70.64151211582634,67.60442359160113,40.00774479389979,IES Officer
63.98140773068468,66.62891339533734,74.67677994647569,62.26085120361667,72.09846025916912,73.48242741384126,78.51142424802497,78.64435955752575,92.40151392457439,58.82658120767288,75.68157135430035,72.41883249501764,48.65984465935337,Vedic Scholar
66.17594940126686,71.36856952165205,55.71591220334578,70.95116897390004,78.30272236861731,70.0911710598009,50.30750230843677,54.6521246720318,74.01979803874175,73.25513896841804,42.739083313634325,69.51735280997787,80.26161218258939,Air Force Officer
59.9202729802593,67.59074978750775,69.75450710826522,53.619317773824996,66.16194173701899,68.00244384000631,56.94623293648529,71.8154396706939,64.84968770411507,93.3723151115256,57.399345333670624,63.585386553858925,76.91095718683044,Organic Farmer
70.88477822543604,50.95031893131056,55.735997921171474,87.30301138747447,42.90690310953906,55.91518607190547,42.80579789686377,55.90254364579043,79.27664404493834,64.95994945692058,80.61750202878616,78.73625037371895,67.20320740224474,Interior Designer
77.69499532254763,88.9651683626916,67.13196896618106,72.96098177812321,50.41368845826797,40.22533182111923,71.20524069128307,53.668768959492525,70.00299385221105,84.42917189561918,45.78610731611428,63.85492867133925,78.15444041381667,Blockchain Developer
63.182690865430416,40.291759892275486,46.97933349215969,42.21796877090506,76.38053840366527,89.43524123927382,77.81301541084919,68.41239622243799,66.27819833125076,72.15206626887468,70.6496849400893,89.52877485393199,64.81962519847661,Career Counselor
71.202755314647,81.72601987820315,73.67605152500053,83.27776457199029,72.411126426387,75.13235520665813,59.94746383487153,67.99764544600609,63.02826804814931,88.59299546090743,46.81847495326736,63.57411057572766,76.06428378911397,Air Force Officer
66.30563986320173,60.9303466653795,57.32971372913569,77.12699462802475,59.34065482296468,80.36885423791286,65.83560769006091,60.944373750429634,43.24255759936991,81.69726063970066,55.6701916227075,74.55038951956506,78.62899168898946,Yoga Instructor
77.84559542788293,77.59151041135402,77.26183934726453,74.8779095807828,62.073013011671335,55.531073836237724,59.180533945271904,48.581699795622924,68.66909640070539,82.02924295214605,42.02197468039971,42.953520947744714,72.63840010801604,Drone Pilot
62.836225419795745,64.36740415847979,62.397844121312914,53.2977899966673,69.70449319915102,69.25386736523134,73.53926544120921,65.86074352261564,74.39767959330368,86.45894612188727,43.955936934106326,74.76581831001349,78.19753690491982,Ayurvedic Pharmacist
64.38855683432514,70.88096459253956,42.047605353605995,88.52290063330028,63.599070132598506,69.80130131108496,74.20897750774787,64.24473951119586,41.86048941706693,72.94817395134643,70.5632810352079,60.35387975533572,60.467578014968815,AR/VR Developer
73.00310950142226,79.96258729053149,47.061067929398355,43.261303521374394,71.14926559837505,42.649689645238226,66.55647313340194,67.08715671150131,81.9211073473881,72.3713002750649,78.76168300233957,66.56223435814174,62.83043526824602,IES Officer
66.5553655754818,73.32157283976584,65.04850192113898,77.29020900954164,79.52401890857799,66.3139633765116,48.67583757545692,61.237287692496714,72.7303981870004,67.02028573826564,59.683909588509195,75.71391335031673,79.54746706996698,Legal Advisor
61.09611428513304,67.88061840924061,44.71334773697166,81.94990790275774,44.9717961847817,53.02715841626104,67.52361845664231,47.01926685163788,60.92068311186731,84.40599684851287,69.09161153024897,77.65246232476063,76.11218765719008,Vastu Consultant
63.29196833342421,81.77657713166353,46.34677386752783,76.14942426887004,50.800286666266885,50.91061223523485,62.91061658978315,75.25100579672673,55.28395364219967,86.47845841501984,66.12557131067061,76.04230635873053,74.21626965618084,Air Force Officer
77.5349676660217,50.54422125041934,66.6495757336451,74.35189854916325,62.6402243433068,42.617660532331016,73.86741162405305,55.365720836306814,52.51269874103536,84.19005653780064,63.43331040073622,54.1545194350642,52.762406305490245,AR/VR Developer
67.22235733149537,78.32031271813051,65.34830043506506,45.87913898064419,76.10073602776194,55.252515139152806,82.20460078471207,42.530530361410065,67.3316781532056,75.81449357606111,63.651810946164474,69.09109274044275,68.15727199765317,Financial Analyst
70.83023816197746,64.64786949876114,77.15759895448734,57.801615941663606,71.53107700286421,46.73508377625089,55.6592252712817,63.9728793260185,71.57789519769241,76.3944315875069,78.30268642756855,52.679501920954685,60.677951061652806,Ayurvedic Pharmacist
66.31069652476981,61.44516552225102,77.63394392054067,80.39063002651523,66.87836110088173,54.09125674478233,65.42998384640086,64.48083567966796,60.98903276644202,75.3455353343592,71.77298361742965,73.41609365215214,67.54228806846834,Dental Surgeon
72.2185801014848,73.73859480058233,60.97793054961827,40.17586553510567,65.44571857442945,78.09268748205704,62.66970219134113,64.37009173730637,77.95793771335171,85.22500925962254,70.36793993878014,46.32302317144137,65.08416609560093,Blockchain Developer
66.60405947795653,54.911317648702976,57.011521829189604,82.86411283046913,40.1918218603368,69.08867162630679,56.69855694769019,70.50477729403264,55.770185611319675,66.04226150067225,73.91651564380051,64.44558407723818,62.68487478012357,Interior Designer
64.19765842185119,86.58325258986906,52.40534428270263,52.75877585319755,56.294535278545474,80.5751382260006,45.30795957448591,55.299818620593655,67.09580018603795,85.19898985926952,77.23726147406734,42.53436611015228,88.08392130029017,IPS Officer
63.85874716733525,76.14490262983603,44.56102320480844,57.220654597850995,65.10622501727444,41.929854012232795,73.54521174733657,54.43096278171954,71.28042874298296,90.46407490614261,57.77242024176487,73.32121427890603,68.26492090336176,DevOps Engineer
65.05414812150443,74.022725949927,41.4598774196469,70.2583637791096,78.52913478709611,59.17545442640078,69.47936142470661,55.698612617480954,65.65426403874692,62.58263628618255,60.260704721204974,44.73173923345682,76.66988970808669,Agricultural Economist
61.46500489854696,73.10919064063872,69.40132965410939,58.24885841586657,62.53364010059467,62.383932009625624,64.14237666507877,57.759188887751115,76.00518510242075,87.10651083274689,69.42417034510164,60.55243505144199,77.57365436695363,Food Technologist
78.70546642281636,80.2958720762681,70.86055505339395,58.74521486390391,77.20223152630885,55.241932477868474,68.3755978009921,56.6456352089528,71.65736319473272,75.30045378418045,59.85386660486249,62.86061920338061,73.70685426627188,IES Officer
72.11455006249476,72.9168007613525,47.453882068723786,59.42026315858078,79.80154111751072,81.75156822236346,44.37401439318034,79.13289763297834,70.40959843983532,67.24549220118779,56.03948281037869,97.75098828903104,48.98476891465853,Special Educator
63.47365020103865,44.82771257088113,85.02913091255772,76.24313464840343,53.51801633791424,61.81093982471247,42.66341236385181,41.57102463015126,60.48127360278812,72.26075130948998,88.13362266982514,71.26808182002317,75.45360538368097,Animation Artist
65.8920591102094,73.80594996775145,68.18464708939875,79.08431612640409,53.04135365638315,60.201915658799635,40.962529177668415,70.13806639180777,74.4497444219083,77.49419870039623,84.62468630513817,70.5126503980688,51.53470493784692,Fashion Designer
69.01943493331396,75.93867464110127,57.985463190896525,45.98623631255717,72.13748642695805,46.78010886833104,73.0324549265126,61.27249602213801,63.740447589629966,89.53986809374602,78.4712760526791,54.28662736157432,40.213789644362436,Software Engineer
41.2719367288664,54.331188963377514,79.50242345107247,77.63278685070141,65.52864544629855,74.50277794165439,47.209945536877335,76.11161812822888,61.70604369719365,65.10432096540796,84.71643497230208,74.81268350853736,77.41388429477207,Animation Artist
89.52256166904081,76.00157602090422,47.25915936403852,54.40268031782976,57.55097763630168,40.38447740142948,68.53959050811923,73.09337287808737,74.98534677728067,84.89183860531466,58.88170905537168,58.256110859508205,62.95589785029435,Ethical Hacker
73.7336795262617,83.83395732593092,47.412187080246674,83.74754600975346,40.83490410286708,48.72447665681035,45.44010105934258,64.16297085015601,51.72750084692596,88.67576975860298,71.87033232255239,61.07980101150369,71.58998695762158,Air Force Officer
70.93779486798907,79.79954700590487,51.59028865314002,64.80275932523169,40.149372545357494,78.87250966869037,74.65152208837304,48.35577506045137,77.14623996214173,70.25353180307687,52.915675491442855,40.95126373057419,51.81013369617635,IES Officer
64.26294196505516,87.2650066633559,63.977860903304666,58.56944328008245,40.17075412663205,79.33969351762018,73.57638393289466,67.17187001828923,41.31898955261572,84.03342534012197,60.929487768770414,76.86325272273999,72.46158267704527,Investment Banker
68.52555035707684,63.573126151999894,55.63316968879514,75.20731813129609,79.9291756195459,66.38879629377836,74.4690693349908,53.84540871600303,72.59380970337163,72.74934213050082,42.903760301067926,50.19694436287038,46.13559671199142,Meteorologist
72.73456011226708,88.65778793786436,73.10605176408876,76.68678844347852,75.98040662664715,71.34710143960396,97.60163677361513,79.67771304816071,85.36185141995247,85.54642770937534,57.113094776095785,73.76732847181502,72.21566444842401,Actuary
73.1445238278718,69.96248745336337,66.02246985996236,52.98736257225991,71.53601800908423,45.165092140534625,70.38784217225091,44.66624540157206,66.18467810715654,78.58888224778545,53.336811899780606,41.78527377806085,74.63196193853588,Ayurvedic Pharmacist
47.66160247847788,71.12770568519836,65.109138644517,48.29974900425245,77.03332369496384,68.19417219551315,67.04982618972818,61.172726953774486,75.33660810463654,74.6313373727815,71.33825423877879,55.49651381250946,70.71458177403193,Corporate Lawyer
78.07928278759098,61.884890520680244,41.129661626947424,53.504749446973534,45.61923853410546,64.55701928314049,71.7798140622537,52.27589853442422,73.18179634468623,84.50020579417873,42.8774865536236,75.86402377560688,78.6690834945453,Food Technologist
60.49508543744257,65.65620978876584,60.164428891315936,87.51880938105892,55.34963790622824,63.061637961580736,65.2267976111625,73.95681593281334,74.95463220161763,71.1786116208386,55.32143620001011,70.64449467437963,45.84835835791173,Dental Surgeon
79.30536531611509,84.21078192215042,60.473956661132085,70.75438136092102,73.15492457487832,65.29059890821581,77.84595744835285,68.0486303059437,70.16937770303369,73.38205455901891,63.59324047052276,79.83099177100246,44.45388009097691,Forensic Scientist
61.067598821883976,78.54356286666471,62.06014627991844,49.322947701718206,52.92263571440285,49.537298084244156,62.565131754831626,73.90140133394128,70.93386953284579,75.99741268615247,56.54310785492586,50.669828867308134,41.14444564853692,Agricultural Engineer
55.49039239718281,45.966392973876815,52.66464402511148,45.97557286993987,47.2142609019554,59.24711788613854,62.57448245508229,75.37160319461223,65.1592716945619,82.36130532006719,63.71047049278944,66.37589012121266,76.28504283060397,Organic Farmer
62.98481016453762,53.93793578022378,49.83707335773143,72.41202872973258,74.07297983362315,50.88289374008004,58.30663720442233,41.56122215559093,65.9830104170228,78.93553887937621,77.90695606418575,45.9625353488777,64.80175492573012,AR/VR Developer
66.4214166595745,74.12009725118513,55.69793974071395,85.22050397067048,49.82813992068547,57.0641213498214,52.63119177637942,50.189725894227124,54.985270790059715,84.40705199542482,73.00297906174889,65.918216652494,70.55617388235515,Air Force Officer
78.23064654715171,68.6468568587124,71.36367241131782,57.026473424812956,61.642625637043984,57.1530765231831,73.58035084651536,67.75181243121308,78.04418941871693,84.07535401722276,77.32102211988993,51.075890834635565,57.68793400775399,Agricultural Scientist
60.58312315170379,51.48389781868421,56.395659105550365,41.3362936261866,80.11479679794157,87.33137867151784,52.770456860045584,74.94042737754748,72.44969756151347,71.05776343371838,68.38463600665297,77.75875533253745,51.11762052673438,School Teacher
61.427600069020485,48.726351186492124,51.9363198043034,52.13145326046272,89.03231358830386,89.07549173144854,70.50150019084865,66.3376792907652,75.04948025938376,61.24186682235475,70.09631851864253,83.26481591127104,44.357719344254576,IFS Officer
75.20757233336718,71.34747139568556,48.5539312664071,55.415035978403886,79.86762945225422,78.18020089088071,60.23760799574746,71.48359419356399,88.32940747304598,68.978174281685,62.729863606383425,60.46581978260965,70.06213187416334,IAS Officer
62.38613089945492,40.833362384657555,57.02970533987164,79.21912267992111,81.4314846853665,88.11588973525215,60.62523878364226,56.400576097165164,87.03843555037636,48.72167911899493,78.78640329537964,86.32881890003894,73.90303344368924,IFS Officer
55.904186572067395,75.1080630794304,70.56237628552984,75.31907943453645,80.44991533623595,73.55916335200858,77.31863363537276,41.948826804411794,80.89229593575048,73.77715633726439,56.950218948167254,42.47875861841271,70.93284359645673,Criminal Lawyer
